load_container;start_container;start_application;stop_container;remove_container;remove_image;image_size;application;service;deployment_type;date_time
9231431643;877622529;3647381;266977779;13288014;327865319;2048;nginx;docker;host;2024-01-26 10:36:38
9268879721;917567943;3255705;254293465;14259679;333744173;2048;nginx;docker;host;2024-01-26 10:39:39
9718267686;897528314;6465864;289773247;13431503;325223186;2048;nginx;docker;host;2024-01-26 10:42:41
9692058430;901248695;6497709;264952643;50121347;335166998;2048;nginx;docker;host;2024-01-26 10:45:43
9750240863;822029538;3641291;288571369;55680427;370439888;2048;nginx;docker;host;2024-01-26 10:48:45
9416475638;905872941;3544562;267675964;42537662;347891019;2048;nginx;docker;host;2024-01-26 10:51:47
9316389760;856587966;6799719;250082182;32974012;331309011;2048;nginx;docker;host;2024-01-26 10:54:48
9898453287;914198791;3617122;235264056;53727054;362415733;2048;nginx;docker;host;2024-01-26 10:57:50
9357493759;823632168;4250067;232870063;48297170;370399900;2048;nginx;docker;host;2024-01-26 11:00:52
9671681642;940541496;4149487;263456462;13874790;324568817;2048;nginx;docker;host;2024-01-26 11:03:53
9166832176;761453607;7906627;243933510;22073497;347312619;2048;nginx;docker;host;2024-01-26 11:06:55
10466194672;1657691334;3672721;284831031;50402793;347157586;2048;nginx;docker;host;2024-01-26 11:09:58
9338487388;880333322;6406788;244524493;16569096;334053646;2048;nginx;docker;host;2024-01-26 11:13:00
9436608294;871970203;3529361;454122780;27027684;359182397;2048;nginx;docker;host;2024-01-26 11:16:01
15354148147;753891666;3431507;208987524;47323159;371490502;2048;nginx;docker;host;2024-01-26 11:19:09
9291288243;1802365814;3650800;440069601;71828452;368196749;2048;nginx;docker;host;2024-01-26 11:22:11
9457551318;911978418;4198758;224535965;13372012;327012446;2048;nginx;docker;host;2024-01-26 11:25:13
10141209266;832825419;3648873;254634530;53664488;370906940;2048;nginx;docker;host;2024-01-26 11:28:15
9587038170;817558135;5763731;321767524;42082618;351818831;2048;nginx;docker;host;2024-01-26 11:31:17
10414970988;863373613;3529831;245543742;23116841;359953551;2048;nginx;docker;host;2024-01-26 11:34:19
10244305126;810610387;4449420;272446822;40005544;357290857;2048;nginx;docker;host;2024-01-26 11:37:22
9710641982;983903832;3726175;252413948;46769947;373607997;2048;nginx;docker;host;2024-01-26 11:40:24
9381590557;793265145;3601579;293609870;53894518;376199779;2048;nginx;docker;host;2024-01-26 11:43:25
9706376754;821615637;3679789;263107992;44410543;334810691;2048;nginx;docker;host;2024-01-26 11:46:27
10347789969;897718320;4833678;246537596;14506249;329265251;2048;nginx;docker;host;2024-01-26 11:49:30
9530372535;804984655;3585324;261099112;56710450;374332030;2048;nginx;docker;host;2024-01-26 11:52:31
9967649244;833588211;3583814;234980041;46857529;358010049;2048;nginx;docker;host;2024-01-26 11:55:33
9287908347;834828387;3391398;231881191;14659153;322316928;2048;nginx;docker;host;2024-01-26 11:58:35
10026781513;976252678;3617510;335665004;43806329;355423588;2048;nginx;docker;host;2024-01-26 12:01:37
10665977301;862082768;6038983;229895124;45035954;353800966;2048;nginx;docker;host;2024-01-26 12:04:40
9525293233;905597609;4118602;268195191;43855810;356232686;2048;nginx;docker;host;2024-01-26 12:07:41
9260291283;837160057;3718390;248746702;42079139;342547265;2048;nginx;docker;host;2024-01-26 12:10:43
9314956637;939320664;3616007;242363227;14426438;329662586;2048;nginx;docker;host;2024-01-26 12:13:44
10424116752;981897221;4438597;251966816;39640078;346199455;2048;nginx;docker;host;2024-01-26 12:16:47
9416779128;847695885;3550309;237000268;15063115;332379045;2048;nginx;docker;host;2024-01-26 12:19:48
9298198941;934452607;3069101;262762443;13229623;324776657;2048;nginx;docker;host;2024-01-26 12:22:50
9422139929;972897415;3166887;270626261;47294042;351594992;2048;nginx;docker;host;2024-01-26 12:25:52
9599024222;948365691;3736407;254825345;13861482;324150800;2048;nginx;docker;host;2024-01-26 12:28:53
9236823538;943345585;3643242;254280573;51617094;359375203;2048;nginx;docker;host;2024-01-26 12:31:55
9768580775;874130481;3674551;258501401;44212996;339824577;2048;nginx;docker;host;2024-01-26 12:34:57
9315610986;845483226;3690904;237271570;43478005;343068308;2048;nginx;docker;host;2024-01-26 12:37:58
9317600841;851614165;4161134;262530309;42469935;339504950;2048;nginx;docker;host;2024-01-26 12:41:00
9557385811;824117773;3561146;282912061;44964717;358187662;2048;nginx;docker;host;2024-01-26 12:44:01
10420931348;822867758;3492400;246920703;43329326;353387429;2048;nginx;docker;host;2024-01-26 12:47:04
9582825250;875102669;4998793;252336812;23930773;361776537;2048;nginx;docker;host;2024-01-26 12:50:06
10880407533;894290681;3097572;269836986;45905476;357265595;2048;nginx;docker;host;2024-01-26 12:53:09
9604761518;892324902;3166395;270840609;47205582;362161935;2048;nginx;docker;host;2024-01-26 12:56:10
9449402349;861572122;3701870;250489161;42343363;347269727;2048;nginx;docker;host;2024-01-26 12:59:12
9406913074;870767457;3664846;271065708;43322552;345332902;2048;nginx;docker;host;2024-01-26 13:02:14
10210616516;819420741;3293389;301409977;20326447;338276137;2048;nginx;docker;host;2024-01-26 13:05:16
9537814341;882520422;4902090;317165638;52870476;367409029;2048;nginx;docker;host;2024-01-26 13:08:18
9264810185;783215992;3643040;282424029;42340399;356971227;2048;nginx;docker;host;2024-01-26 13:11:19
11283437737;269768600;3629408;293598149;46601583;371634145;2048;nginx;docker;host;2024-01-26 13:14:22
9378397638;905889690;3233129;243403651;42129321;359779470;2048;nginx;docker;host;2024-01-26 13:17:23
9718017035;922181541;4122117;318433809;13478360;323135628;2048;nginx;docker;host;2024-01-26 13:20:25
9702019365;806436005;3690456;265063568;42732328;354451043;2048;nginx;docker;host;2024-01-26 13:23:27
9266516271;898741062;3659566;257996332;13872324;333381342;2048;nginx;docker;host;2024-01-26 13:26:29
10874757009;855404034;3689353;239198705;14162764;324848665;2048;nginx;docker;host;2024-01-26 13:29:32
10209241980;839445395;5145341;274816167;44162453;350435937;2048;nginx;docker;host;2024-01-26 13:32:34
9455441176;1027015500;3741632;257388033;14435998;333080786;2048;nginx;docker;host;2024-01-26 13:35:36
9471681313;869048189;3255275;246064205;42458453;350123426;2048;nginx;docker;host;2024-01-26 13:38:37
9391902054;874532505;3509414;226471425;33032629;330268195;2048;nginx;docker;host;2024-01-26 13:41:39
9289888239;896258279;3634518;295886807;14287527;332119608;2048;nginx;docker;host;2024-01-26 13:44:40
10416571005;994295223;3116933;277814660;13414396;322933200;2048;nginx;docker;host;2024-01-26 13:47:43
9315671727;852888423;3666273;214309908;38993273;349699590;2048;nginx;docker;host;2024-01-26 13:50:44
9758287694;887617960;3657408;264862711;55029210;383602693;2048;nginx;docker;host;2024-01-26 13:53:46
6703817550;726377740;3715685;278509389;41402405;317090000;1024;rabbitmq;docker;host;2024-01-29 13:49:55
6346680124;613671105;3691271;222539451;45118666;333384720;1024;rabbitmq;docker;host;2024-01-29 13:51:29
6218045321;720154312;3648084;267390337;40036414;302863533;1024;rabbitmq;docker;host;2024-01-29 13:53:02
5919089853;604306417;3566653;270614421;42117084;322116658;1024;rabbitmq;docker;host;2024-01-29 13:54:34
6320168645;801772806;3309566;268767827;43005411;295890758;1024;rabbitmq;docker;host;2024-01-29 13:56:08
6525474171;667045307;3636068;263931734;42371461;301967823;1024;rabbitmq;docker;host;2024-01-29 13:57:41
6447322090;744345889;3714471;242500329;44807235;320831823;1024;rabbitmq;docker;host;2024-01-29 13:59:15
6802049569;639040386;3709186;230431773;45473083;325751033;1024;rabbitmq;docker;host;2024-01-29 14:00:48
7148428750;673456066;3720336;244888159;40884792;307916692;1024;rabbitmq;docker;host;2024-01-29 14:02:22
6723222797;724352623;3764721;239095576;14218772;288264397;1024;rabbitmq;docker;host;2024-01-29 14:03:56
6907773089;723159624;3713532;231056431;44668998;317109119;1024;rabbitmq;docker;host;2024-01-29 14:05:30
6848735802;727574326;3550250;255839230;42971891;321554841;1024;rabbitmq;docker;host;2024-01-29 14:07:03
6361473775;683880103;3311902;232172973;13949117;287314096;1024;rabbitmq;docker;host;2024-01-29 14:08:37
7487403839;628715099;3709359;215161610;22132848;322764512;1024;rabbitmq;docker;host;2024-01-29 14:10:11
6654232884;734009119;3667078;275273787;44636108;296822770;1024;rabbitmq;docker;host;2024-01-29 14:11:45
6216066978;670602706;3557253;246128256;46679702;313910406;1024;rabbitmq;docker;host;2024-01-29 14:13:18
7172049727;701413951;3210514;246281968;45078477;318480192;1024;rabbitmq;docker;host;2024-01-29 14:14:52
5830284120;737298153;3684991;300118937;42348085;312323667;1024;rabbitmq;docker;host;2024-01-29 14:16:24
6000241389;657339214;3646958;229295500;41951142;303499956;1024;rabbitmq;docker;host;2024-01-29 14:17:57
7353762026;700975954;3489464;225527024;49192938;320121504;1024;rabbitmq;docker;host;2024-01-29 14:19:32
7411387460;596316591;3479185;230236472;48348063;336578572;1024;rabbitmq;docker;host;2024-01-29 14:21:06
6144398422;698962291;3394058;252658503;44683941;320884240;1024;rabbitmq;docker;host;2024-01-29 14:22:39
5807536336;635885324;3932747;247559341;12968893;285864903;1024;rabbitmq;docker;host;2024-01-29 14:24:11
6211780524;695419642;3843597;235150524;42239876;317516701;1024;rabbitmq;docker;host;2024-01-29 14:25:44
5983647171;681224473;3659001;257852221;43630727;317929073;1024;rabbitmq;docker;host;2024-01-29 14:27:17
6428118024;641634464;3681052;258824286;41029720;308973658;1024;rabbitmq;docker;host;2024-01-29 14:28:51
6740038141;743628158;3679125;205496495;13381235;285901214;1024;rabbitmq;docker;host;2024-01-29 14:30:24
5803312903;675378627;4972526;247797882;44824146;304217529;1024;rabbitmq;docker;host;2024-01-29 14:31:57
6161881704;724577112;4243004;255148548;36563396;297141314;1024;rabbitmq;docker;host;2024-01-29 14:33:30
6169805913;616306981;4242520;287543896;45665006;317636622;1024;rabbitmq;docker;host;2024-01-29 14:35:03
6142157079;687835510;5497146;250995785;41498433;321155040;1024;rabbitmq;docker;host;2024-01-29 14:36:36
5999409530;753505433;3480489;287211517;44003341;322576552;1024;rabbitmq;docker;host;2024-01-29 14:38:09
8914682853;715168560;3500587;295359414;48621098;329056770;1024;rabbitmq;docker;host;2024-01-29 14:39:45
8676725197;709750158;3745048;238484872;34907078;301107019;1024;rabbitmq;docker;host;2024-01-29 14:41:20
6542741939;687686510;5816450;278111159;52058451;318180600;1024;rabbitmq;docker;host;2024-01-29 14:42:54
6783617256;700398593;3897755;265737726;40916085;307804474;1024;rabbitmq;docker;host;2024-01-29 14:44:28
5876121340;734071541;3688394;259814918;51691972;314961563;1024;rabbitmq;docker;host;2024-01-29 14:46:01
6336021885;695942526;3699361;250791521;53839256;319874326;1024;rabbitmq;docker;host;2024-01-29 14:47:34
6203536224;664078879;4333551;283762725;34393603;328140625;1024;rabbitmq;docker;host;2024-01-29 14:49:07
13154116823;648181571;3938958;254732326;52608036;331247417;1024;rabbitmq;docker;host;2024-01-29 14:50:47
11465458867;657480438;3198084;225743587;43546120;313946866;1024;rabbitmq;docker;host;2024-01-29 14:52:25
6015669549;695201999;3470188;237996846;13753611;286518941;1024;rabbitmq;docker;host;2024-01-29 14:53:58
